full_id,osm_id,osm_type,name:ru,name:en,name,lat,lon
n8592104513,"8592104513",node,,Peremilovo,,56.8909273,41.4187362
n8594320867,"8594320867",node,,Verkhov'ye,,52.8107027,37.2065196
n8594333722,"8594333722",node,,Shchelkanovo,Щелканово,54.5882319,35.4362478
n8607543513,"8607543513",node,,Bol'shiye Kalmyki,,54.0336555,37.8335240
n8610359084,"8610359084",node,,Rovenka,,45.4753533,34.9722888
n8612038532,"8612038532",node,,Slobodskoye,,56.0045447,44.3658941
n8626122505,"8626122505",node,,,,55.6088130,49.2970751
n8687947432,"8687947432",node,,,Себян-Кюёль,65.2916852,129.9995416
n8697050850,"8697050850",node,,,,51.6842221,94.4082566
n8699212654,"8699212654",node,,Krasniy Oktyabr,,45.2603030,37.6614768
n8699221196,"8699221196",node,,Meshchyevsk,,54.3148478,35.3044020
n8701845370,"8701845370",node,,Starinki,,54.5425368,32.3657571
n8701862250,"8701862250",node,,Kireevsk,,53.9101159,38.0006655
n8701907924,"8701907924",node,,Dubrovka,,53.4204786,38.1844909
n8726034489,"8726034489",node,,Dmitrovsky Pogost,,55.3047583,39.8289152
n8732975793,"8732975793",node,,Belikov,,45.5313940,37.9483552
n8732997778,"8732997778",node,,Belyanikha,,55.6606141,44.4658962
n8739721676,"8739721676",node,,Petrovskaya,,45.4873035,37.8817470
n8740293808,"8740293808",node,,,,47.4881668,39.9296896
n8808122823,"8808122823",node,,Kalikino,,52.9800031,39.7310718
n8841433723,"8841433723",node,,Pesochnya,,54.1276572,34.1947659
n8866043871,"8866043871",node,,Kologriv,,58.8397460,44.3261715
n8867992328,"8867992328",node,,Znamenskiy,,55.1952098,44.0536517
n8887723790,"8887723790",node,,Karagichevskiy,,50.1475431,42.8963414
n8904331992,"8904331992",node,,,,59.0838590,159.8750982
n8932296193,"8932296193",node,,Pereslegino Airstrip,,56.3889433,30.4195562
n8933314119,"8933314119",node,,,,54.5663677,55.8836595
n8933782049,"8933782049",node,,Kurkino Airstrip,,53.4188977,38.6301743
n8934866934,"8934866934",node,,,,55.2422845,61.2999814
n8936290701,"8936290701",node,,Kanelovskaya Airstrip,,46.5603551,39.1793785
n8936291254,"8936291254",node,,Kanevskaya Airstrip,,46.0763763,38.8715795
n8938025548,"8938025548",node,,Zubovo Airstrip,,60.3204794,37.0211860
n8938106835,"8938106835",node,,Novokemskii Airstrip,Новокемский,60.3381487,37.2493346
n8955857720,"8955857720",node,,,,57.8084014,41.0117815
n8956885967,"8956885967",node,,Votchitsevo Airstrip,,57.2984004,38.5878901
n8956936430,"8956936430",node,,Belev,,53.8009134,36.2037401
n8959105262,"8959105262",node,,Gorki Agrostrip,Горки,57.9052012,29.3919066
n8959639546,"8959639546",node,,,,66.4509246,143.2539608
n8962990501,"8962990501",node,,,,63.2970652,118.3621421
n8971379014,"8971379014",node,,Kashin Airstrip,,57.3343374,37.5568036
n8972207107,"8972207107",node,,Petrovskiye Vyselki,,53.0989847,38.8349482
n8972210579,"8972210579",node,,Kiyevka,,46.1040635,42.9270359
n8976077125,"8976077125",node,,,,63.4571369,120.2776568
n8976088349,"8976088349",node,,Pyatiletka,,52.2029059,38.2997855
n8976305776,"8976305776",node,,,,52.3765298,140.4453408
n8979716199,"8979716199",node,,,,43.9589958,145.6813959
n8979716201,"8979716201",node,,,,43.9501471,145.6817083
n8979718852,"8979718852",node,,,,43.9597089,145.6813666
n8980815127,"8980815127",node,,Bicheviy,,46.2267325,39.5997491
n8981919665,"8981919665",node,,Osmino,,59.0196547,29.1002358
n8982433392,"8982433392",node,,Tbilisskaya,,45.4201711,40.1351816
n8983611242,"8983611242",node,,Kikvidze Airstrip,,50.7291141,43.0363621
n8985955598,"8985955598",node,,Slabodka,,45.6568675,37.9089554
n8985971062,"8985971062",node,,Porech'ye,,57.1098468,37.9243122
n8985977037,"8985977037",node,,Poddorye,,57.4586806,31.1222039
n8989360083,"8989360083",node,,Voloshovo,,58.7386775,29.3261824
n8989559732,"8989559732",node,,Kletsko-Pochtovskiy,,49.6067501,43.0970603
n8989625631,"8989625631",node,,Panino,,52.8136992,39.6987824
n8989800017,"8989800017",node,,Molokovo Airstrip,,58.1797552,36.7503666
n8992024399,"8992024399",node,,Baygora,,52.3968447,40.0890403
n8994756179,"8994756179",node,,,,61.3306317,63.6022782
n8995425853,"8995425853",node,,,,59.8660565,111.0365116
n8995425855,"8995425855",node,,,,59.8674595,111.0387788
n8995425885,"8995425885",node,,,,59.8597802,111.0453415
n8995427603,"8995427603",node,,,,59.8689452,111.0359792
n8995427699,"8995427699",node,,,,59.8665250,111.0385850
n8996933237,"8996933237",node,,Chirikovo Airstrip,,52.6176185,39.2347755
n8998294448,"8998294448",node,,Znamenskoye,,53.2692172,35.6606730
n9000468309,"9000468309",node,,,,44.2668490,135.0347599
n9000830086,"9000830086",node,,,,49.1899070,142.0764081
n9000830105,"9000830105",node,,,,49.1905697,142.0757143
n9001009873,"9001009873",node,,,,43.3180280,45.0154012
n9002873878,"9002873878",node,,,,54.2772622,48.2461931
n9003057477,"9003057477",node,,Zaboysky,,45.5844997,38.0789468
n9003302475,"9003302475",node,,,,63.6994199,66.6986039
n9003302481,"9003302481",node,,,,63.6948966,66.6921025
n9003655602,"9003655602",node,,,,62.7869890,136.8495266
n9004247455,"9004247455",node,,Chaplygin Airstrip,,53.2683540,39.9571890
n9004262591,"9004262591",node,,,,65.4331692,52.1957240
n9005961599,"9005961599",node,,Zhilino,Жилино,54.9189595,21.9098495
n9013729080,"9013729080",node,,,,67.4428071,86.6175896
n9013903615,"9013903615",node,,,,67.4425354,86.6167282
n9013962675,"9013962675",node,,,,43.3128202,45.0254964
n9015909559,"9015909559",node,,,,63.5684058,53.8173759
n9016146931,"9016146931",node,,Khariusniy (Berezovka),,67.3780906,34.2124492
n9016192095,"9016192095",node,,Lyubytino Airstrip,Любытино,58.8025867,33.3730902
n9017119434,"9017119434",node,,Kistutovo,,57.7966199,35.5928091
n9020575803,"9020575803",node,,Podgorny,,53.5050402,37.0520350
n9020778623,"9020778623",node,,Aushed Airstrip,,45.0552857,38.3218385
n9022038816,"9022038816",node,,Yaroslavskaya Airstrip,,44.5854811,40.4452403
n9023251735,"9023251735",node,,,Бурцево (Доскино),56.1514826,43.7002263
n9024259604,"9024259604",node,,Shovskoye Airstrip,,53.0335361,39.3981066
n9024265836,"9024265836",node,,Krasnaya Niva Airstrip,,45.7471021,39.0863201
n9024265964,"9024265964",node,,Otvazhniy Airstrip,,45.8080965,39.8219678
n9024720598,"9024720598",node,,Krasnaya Polyana,,52.1138395,38.6447245
n9025844973,"9025844973",node,,Grivenskaya Airstrip,,45.6517650,38.2209533
n9027648371,"9027648371",node,,Yuzhniy,,45.3814911,39.8494122
n9027663570,"9027663570",node,,Kalininskaya,,45.4713239,38.6146541
n9027670529,"9027670529",node,,Novodzhereliyevskaya,,45.8221646,38.7227017
n9049757369,"9049757369",node,,Karamyshevo,,52.3695555,39.5247994
n9052299689,"9052299689",node,,,,60.7836916,46.2613735
n9053047159,"9053047159",node,,,,64.3904045,-173.2343703
n9069218176,"9069218176",node,,,,57.9168425,56.0107785
n9069218178,"9069218178",node,,,,57.9163989,56.0096789
n9069232559,"9069232559",node,,,,57.9164630,56.0098033
n9100221192,"9100221192",node,,Nudol,,56.0966244,36.5538967
n9103155145,"9103155145",node,,Mikheyevo,Михеево,54.9022233,35.8820587
n9135640020,"9135640020",node,,,,55.2820763,86.1147176
n9143067421,"9143067421",node,,,,53.2135249,34.1830095
n9170044302,"9170044302",node,,,Аэропорт Таштагол,52.7654953,87.8253326
n9179818928,"9179818928",node,,,,53.3614846,83.5494568
n9179818929,"9179818929",node,,,,53.3614137,83.5491819
n9186743810,"9186743810",node,Иваненковский партизанский аэродром,Partizanskii Airfield,Иваненковский партизанский аэродром,44.9015288,34.3466229
n9435477029,"9435477029",node,,,,55.8349833,44.4367897
n9464440472,"9464440472",node,,,,55.9741924,37.3814501
n9518124655,"9518124655",node,,,Yakutori Naval Airfield (historical),45.3057292,148.3923279
n9542911628,"9542911628",node,,,,63.9271811,65.0471116
n9585932347,"9585932347",node,Аэродром Новокаякент,Novokayakent Airport,Аэродром Новокаякент,42.3379837,48.0222521
n9670078800,"9670078800",node,,,,48.2947585,46.2370160
n9670078903,"9670078903",node,,,,48.3010965,46.1759166
n9670078969,"9670078969",node,,,,48.3231685,46.2087757
n9701288977,"9701288977",node,,,,56.0825754,47.3197000
n9730745515,"9730745515",node,,,,46.6968437,38.2504402
n9743416813,"9743416813",node,,,,51.7477299,36.2920636
n9758990283,"9758990283",node,,Chaglava,Чаглава,56.1408210,44.0010416
n9811855680,"9811855680",node,,,,62.5315954,114.0213651
n9942117744,"9942117744",node,,,,60.1171804,64.8232899
n9942117745,"9942117745",node,,,,60.1174149,64.8235051
n9969093924,"9969093924",node,Аэропорт Киран,,Аэропорт Киран,55.0228085,135.4222248
n9969687302,"9969687302",node,,,,56.3588442,114.9244549
n9969687314,"9969687314",node,,,,56.3589375,114.9242606
n10128289292,"10128289292",node,,,улица Осипова,51.5651166,46.0326853
n10154678156,"10154678156",node,,,,58.0638547,68.3433482
n10284594972,"10284594972",node,,,Ваеги,64.1676707,171.0581758
n10286066927,"10286066927",node,,,,55.6043746,36.6231000
n10300150609,"10300150609",node,,,скв. 103,67.2495820,55.7099640
n10621448962,"10621448962",node,,,,51.7492863,36.2824323
n10680589725,"10680589725",node,,,,55.0084293,82.6681202
n10680589726,"10680589726",node,,,,55.0083378,82.6671817
n10680589727,"10680589727",node,,,,55.0085245,82.6690962
n10682214588,"10682214588",node,,,,60.0926830,30.1835350
n10702976265,"10702976265",node,,,,52.9374961,35.9925995
n10779309469,"10779309469",node,,Gurban-3,Гурбан-3,56.1739482,37.5598840
n10794927205,"10794927205",node,,Byvalino,Бывалино,55.7282417,38.7461322
